Wavelength (nm)	"69, Inorg Chem 1999_5379, 8"
411.00	0.99844
412.00	0.99922
413.00	1.0000
414.00	0.99910
415.00	0.99820
416.00	0.99730
417.00	0.99628
418.00	0.99244
419.00	0.98861
420.00	0.98478
421.00	0.98059
422.00	0.97420
423.00	0.96781
424.00	0.96143
425.00	0.95504
426.00	0.94621
427.00	0.93735
428.00	0.92849
429.00	0.91963
430.00	0.91078
431.00	0.89985
432.00	0.88767
433.00	0.87548
434.00	0.86329
435.00	0.85111
436.00	0.83658
437.00	0.81962
438.00	0.80267
439.00	0.78571
440.00	0.76875
441.00	0.74853
442.00	0.72249
443.00	0.69645
444.00	0.67042
445.00	0.64392
446.00	0.61571
447.00	0.58749
448.00	0.55928
449.00	0.52980
450.00	0.50000
451.00	0.47019
452.00	0.44039
453.00	0.41409
454.00	0.38977
455.00	0.36545
456.00	0.34113
457.00	0.32262
458.00	0.30422
459.00	0.28583
460.00	0.26744
461.00	0.25157
462.00	0.23744
463.00	0.22331
464.00	0.20919
465.00	0.19677
466.00	0.18484
467.00	0.17290
468.00	0.16097
469.00	0.15134
470.00	0.14278
471.00	0.13423
472.00	0.12568
473.00	0.11918
474.00	0.11417
475.00	0.10916
476.00	0.10415
477.00	0.099142
478.00	0.094131
479.00	0.090198
480.00	0.086684
481.00	0.083170
482.00	0.079657
483.00	0.076143
484.00	0.072811
485.00	0.070512
486.00	0.068214
487.00	0.065915
488.00	0.063616
489.00	0.061317
490.00	0.059018
491.00	0.056969
492.00	0.055278
493.00	0.053587
494.00	0.051897
495.00	0.050206
496.00	0.048515
497.00	0.046824
498.00	0.045134
499.00	0.043646
500.00	0.042925
501.00	0.042203
502.00	0.041482
503.00	0.040760
504.00	0.040038
505.00	0.039317
506.00	0.038595
507.00	0.037918
508.00	0.037345
509.00	0.036772
510.00	0.036198
511.00	0.035625
512.00	0.035052
513.00	0.034479
514.00	0.033906
515.00	0.033333
516.00	0.032759
517.00	0.032304
518.00	0.032076
519.00	0.031849
520.00	0.031622
521.00	0.031394
522.00	0.031167
523.00	0.030940
524.00	0.030712
525.00	0.030485
526.00	0.030258
527.00	0.030031
528.00	0.029803
529.00	0.029576
530.00	0.029349
531.00	0.029121
532.00	0.028935
533.00	0.028750
534.00	0.028564
535.00	0.028379
536.00	0.028193
537.00	0.028008
538.00	0.027822
539.00	0.027637
540.00	0.027451
541.00	0.027266
542.00	0.027080
543.00	0.026895
544.00	0.026709
545.00	0.026524
546.00	0.026338
547.00	0.026153
548.00	0.025967
549.00	0.025744
550.00	0.025466
551.00	0.025187
552.00	0.024909
553.00	0.024630
554.00	0.024352
555.00	0.024074
556.00	0.023795
557.00	0.023517
558.00	0.023239
559.00	0.022960
560.00	0.022682
561.00	0.022404
562.00	0.022125
563.00	0.021847
564.00	0.021824
565.00	0.021882
566.00	0.021940
567.00	0.021998
568.00	0.022056
569.00	0.022114
570.00	0.022172
571.00	0.022230
572.00	0.022288
573.00	0.022346
574.00	0.022404
575.00	0.022463
576.00	0.022521
577.00	0.022579
578.00	0.022773
579.00	0.023026
580.00	0.023279
581.00	0.023532
582.00	0.023785
583.00	0.024038
584.00	0.024292
585.00	0.024545
586.00	0.024798
587.00	0.025051
588.00	0.025304
589.00	0.025557
590.00	0.025810
591.00	0.026133
592.00	0.026472
593.00	0.026812
594.00	0.027151
595.00	0.027491
596.00	0.027830
597.00	0.028170
598.00	0.028509
599.00	0.028849
600.00	0.029188
601.00	0.029528
602.00	0.029867
603.00	0.030370
604.00	0.030913
605.00	0.031456
606.00	0.031999
607.00	0.032542
608.00	0.033086
609.00	0.033629
610.00	0.034172
611.00	0.034715
612.00	0.035258
613.00	0.035802
614.00	0.036345
615.00	0.037211
616.00	0.038164
617.00	0.039116
618.00	0.040069
619.00	0.041021
620.00	0.041974
621.00	0.042926
622.00	0.043879
623.00	0.044831
624.00	0.045784
625.00	0.046736
626.00	0.047643
627.00	0.048525
628.00	0.049408
629.00	0.050291
630.00	0.051174
631.00	0.052056
632.00	0.052939
633.00	0.053822
634.00	0.054705
635.00	0.055588
636.00	0.056470
637.00	0.057353
638.00	0.058404
639.00	0.059546
640.00	0.060687
641.00	0.061829
642.00	0.062970
643.00	0.064112
644.00	0.065253
645.00	0.066395
646.00	0.067536
647.00	0.068678
648.00	0.069820
649.00	0.071025
650.00	0.072455
651.00	0.073886
652.00	0.075317
653.00	0.076747
654.00	0.078178
655.00	0.079609
656.00	0.081039
657.00	0.082470
658.00	0.083901
659.00	0.085331
660.00	0.086903
661.00	0.088696
662.00	0.090489
663.00	0.092281
664.00	0.094074
665.00	0.095867
666.00	0.097659
667.00	0.099452
668.00	0.10124
669.00	0.10304
670.00	0.10483
671.00	0.10662
672.00	0.10842
673.00	0.11023
674.00	0.11210
675.00	0.11398
676.00	0.11586
677.00	0.11774
678.00	0.11962
679.00	0.12150
680.00	0.12338
681.00	0.12525
682.00	0.12713
683.00	0.12901
684.00	0.13089
685.00	0.13277
686.00	0.13482
687.00	0.13698
688.00	0.13915
689.00	0.14131
690.00	0.14348
691.00	0.14564
692.00	0.14781
693.00	0.14997
694.00	0.15214
695.00	0.15430
696.00	0.15647
697.00	0.15863
698.00	0.16079
699.00	0.16317
700.00	0.16582
701.00	0.16848
702.00	0.17114
703.00	0.17379
704.00	0.17645
705.00	0.17911
706.00	0.18177
707.00	0.18442
708.00	0.18708
709.00	0.18974
710.00	0.19239
711.00	0.19505
712.00	0.19778
713.00	0.20056
714.00	0.20335
715.00	0.20613
716.00	0.20891
717.00	0.21170
718.00	0.21448
719.00	0.21727
720.00	0.22005
721.00	0.22284
722.00	0.22562
723.00	0.22834
724.00	0.23105
725.00	0.23377
726.00	0.23649
727.00	0.23920
728.00	0.24192
729.00	0.24464
730.00	0.24735
731.00	0.25007
732.00	0.25278
733.00	0.25550
734.00	0.25822
735.00	0.26039
736.00	0.26256
737.00	0.26472
738.00	0.26689
739.00	0.26905
740.00	0.27122
741.00	0.27339
742.00	0.27552
743.00	0.27725
744.00	0.27898
745.00	0.28070
746.00	0.28243
747.00	0.28416
748.00	0.28588
749.00	0.28761
750.00	0.28934
751.00	0.29061
752.00	0.29154
753.00	0.29246
754.00	0.29339
755.00	0.29432
756.00	0.29525
757.00	0.29617
758.00	0.29695
759.00	0.29760
760.00	0.29825
761.00	0.29890
762.00	0.29955
763.00	0.30020
764.00	0.30085
765.00	0.30150
766.00	0.30215
767.00	0.30332
768.00	0.30466
769.00	0.30600
770.00	0.30734
771.00	0.30868
772.00	0.31002
773.00	0.31136
774.00	0.31270
775.00	0.31428
776.00	0.31590
777.00	0.31753
778.00	0.31915
779.00	0.32078
780.00	0.32240
781.00	0.32403
782.00	0.32565
783.00	0.32728
784.00	0.32890
785.00	0.33070
786.00	0.33288
787.00	0.33507
788.00	0.33725
789.00	0.33944
790.00	0.34162
791.00	0.34381
792.00	0.34599
793.00	0.34819
794.00	0.35047
795.00	0.35276
796.00	0.35505
797.00	0.35733
798.00	0.35962
799.00	0.36191
800.00	0.36419
801.00	0.36648
802.00	0.36865
803.00	0.37081
804.00	0.37296
805.00	0.37512
806.00	0.37727
807.00	0.37943
808.00	0.38159
809.00	0.38374
810.00	0.38590
811.00	0.38781
812.00	0.38967
813.00	0.39152
814.00	0.39338
815.00	0.39523
816.00	0.39709
817.00	0.39798
818.00	0.39838
819.00	0.39878
820.00	0.39917
821.00	0.39957
822.00	0.39997
823.00	0.39923
824.00	0.39849
825.00	0.39775
826.00	0.39702
827.00	0.39628
828.00	0.39554
829.00	0.39441
830.00	0.39308
831.00	0.39174
832.00	0.39041
833.00	0.38907
834.00	0.38773
835.00	0.38640
836.00	0.38460
837.00	0.38181
838.00	0.37903
839.00	0.37624
840.00	0.37346
841.00	0.37067
842.00	0.36788
843.00	0.36393
844.00	0.35982
845.00	0.35571
846.00	0.35160
847.00	0.34749
848.00	0.34338
849.00	0.33930
850.00	0.33523
851.00	0.33117
852.00	0.32710
853.00	0.32303
854.00	0.31897
855.00	0.31490
856.00	0.31072
857.00	0.30559
858.00	0.30047
859.00	0.29534
860.00	0.29022
861.00	0.28509
862.00	0.27997
863.00	0.27485
864.00	0.26961
865.00	0.26434
866.00	0.25906
867.00	0.25379
868.00	0.24852
869.00	0.24325
870.00	0.23798
871.00	0.23271
872.00	0.22746
873.00	0.22221
874.00	0.21697
875.00	0.21172
876.00	0.20648
877.00	0.20124
878.00	0.19599
879.00	0.19075
880.00	0.18623
881.00	0.18174
882.00	0.17725
883.00	0.17276
884.00	0.16827
885.00	0.16378
886.00	0.15929
887.00	0.15480
888.00	0.15030
889.00	0.14613
890.00	0.14200
891.00	0.13787
892.00	0.13374
893.00	0.12961
894.00	0.12548
895.00	0.12135
896.00	0.11722
897.00	0.11308
898.00	0.11018
899.00	0.10755
900.00	0.10493
901.00	0.10231
902.00	0.099684
903.00	0.097061
904.00	0.094438
905.00	0.091815
906.00	0.089192
907.00	0.086569
908.00	0.083814
909.00	0.080950
910.00	0.078085
911.00	0.075221
912.00	0.072357
913.00	0.069493
914.00	0.066629
915.00	0.063764
916.00	0.060900
917.00	0.058036
918.00	0.055492
919.00	0.053696
920.00	0.051900
921.00	0.050103
922.00	0.048307
923.00	0.046511
924.00	0.044715
925.00	0.042918
926.00	0.041122
927.00	0.039415
928.00	0.038023
929.00	0.036631
930.00	0.035239
931.00	0.033847
932.00	0.032455
933.00	0.031064
934.00	0.029672
935.00	0.028280
936.00	0.026888
937.00	0.025595
938.00	0.024583
939.00	0.023571
940.00	0.022559
941.00	0.021547
942.00	0.020535
943.00	0.019523
944.00	0.018511
945.00	0.017499
946.00	0.016487
947.00	0.015661
948.00	0.014965
949.00	0.014269
950.00	0.013572
951.00	0.012876
952.00	0.012180
953.00	0.011483
954.00	0.010787
955.00	0.010091
956.00	0.0094137
957.00	0.0088051
958.00	0.0081965
959.00	0.0075880
960.00	0.0069794
961.00	0.0063708
962.00	0.0057622
963.00	0.0051536
964.00	0.0045451
965.00	0.0039365
966.00	0.0036865
967.00	0.0035049
968.00	0.0033233
969.00	0.0031417
970.00	0.0029601
971.00	0.0027784
972.00	0.0025968
973.00	0.0024152
974.00	0.0022336
975.00	0.0020520
976.00	0.0018704
977.00	0.0016887
978.00	0.0015071
979.00	0.0013927
980.00	0.0013927
981.00	0.0013927
982.00	0.0013927
983.00	0.0013927
984.00	0.0013927
985.00	0.0013927
986.00	0.0013927
987.00	0.0013927
988.00	0.0013927
989.00	0.0013927
990.00	0.0013927
991.00	0.0013927
992.00	0.0013927
993.00	0.0013927
994.00	0.0013927
995.00	0.0013927
996.00	0.0013927
997.00	0.0013927
998.00	0.0013927
999.00	0.0013927
1000.0	0.0013927
1001.0	0.0013927
1002.0	0.0013927
1003.0	0.0013927
1004.0	0.0013927
1005.0	0.0013927
1006.0	0.0013927
1007.0	0.0013927
1008.0	0.0013927
1009.0	0.0013927
1010.0	0.0013927
1011.0	0.0013927
1012.0	0.0013927
1013.0	0.0013927
1014.0	0.0013927
1015.0	0.0013927
1016.0	0.0013927
1017.0	0.0013927
1018.0	0.0013927
1019.0	0.0013927
1020.0	0.0013927
1021.0	0.0013927
1022.0	0.0013927
1023.0	0.0013927
1024.0	0.0013927
1025.0	0.0013927
1026.0	0.0013927
1027.0	0.0013927
1028.0	0.0013927
1029.0	0.0013927
1030.0	0.0013927
1031.0	0.0013927
1032.0	0.0013927
1033.0	0.0013927
1034.0	0.0013927
1035.0	0.0013927
1036.0	0.0013927
1037.0	0.0013927
1038.0	0.0013927
1039.0	0.0013927
1040.0	0.0013927
1041.0	0.0013927
1042.0	0.0013927
1043.0	0.0013927
1044.0	0.0013927
1045.0	0.0013927
1046.0	0.0013927
1047.0	0.0013927
1048.0	0.0013927
1049.0	0.0013927
1050.0	0.0013927
1051.0	
1052.0	
1053.0	
1054.0	
1055.0	
1056.0	
1057.0	
1058.0	
1059.0	
1060.0	
1061.0	
1062.0	
1063.0	
1064.0	
1065.0	
1066.0	
1067.0	
1068.0	
1069.0	
1070.0	
1071.0	
1072.0	
1073.0	
1074.0	
1075.0	
1076.0	
1077.0	
1078.0	
1079.0	
1080.0	
1081.0	
1082.0	
1083.0	
1084.0	
1085.0	
1086.0	
1087.0	
1088.0	
1089.0	
1090.0	
1091.0	
1092.0	
1093.0	
1094.0	
1095.0	
1096.0	
1097.0	
1098.0	
1099.0	
1100.0	
1101.0	
1102.0	
1103.0	
1104.0	
1105.0	
1106.0	
1107.0	
1108.0	
1109.0	
1110.0	
1111.0	
1112.0	
1113.0	
1114.0	
1115.0	
1116.0	
1117.0	
1118.0	
1119.0	
1120.0	
1121.0	
1122.0	
1123.0	
1124.0	
1125.0	
1126.0	
1127.0	
1128.0	
1129.0	
1130.0	
1131.0	
1132.0	
1133.0	
1134.0	
1135.0	
1136.0	
1137.0	
1138.0	
1139.0	
1140.0	
1141.0	
1142.0	
1143.0	
1144.0	
1145.0	
1146.0	
1147.0	
1148.0	
1149.0	
1150.0	
1151.0	
1152.0	
1153.0	
1154.0	
1155.0	
1156.0	
1157.0	
1158.0	
1159.0	
1160.0	
1161.0	
1162.0	
1163.0	
1164.0	
1165.0	
1166.0	
1167.0	
1168.0	
1169.0	
1170.0	
1171.0	
1172.0	
1173.0	
1174.0	
1175.0	
1176.0	
1177.0	
1178.0	
1179.0	
1180.0	
1181.0	
1182.0	
1183.0	
1184.0	
1185.0	
1186.0	
1187.0	
1188.0	
1189.0	
1190.0	
1191.0	
1192.0	
1193.0	
1194.0	
1195.0	
1196.0	
1197.0	
1198.0	
1199.0	
1200.0	
