Wavelength (nm)	K05 abs e
220.00	45739
220.25	46123
220.50	46140
220.75	45734
221.00	45865
221.25	45453
221.50	45270
221.75	45261
222.00	45605
222.25	44641
222.50	44393
222.75	44019
223.00	43532
223.25	42936
223.50	42395
223.75	41902
224.00	41747
224.25	40998
224.50	40397
224.75	39252
225.00	38662
225.25	37727
225.50	36706
225.75	36198
226.00	35492
226.25	34376
226.50	33811
226.75	32821
227.00	31630
227.25	30861
227.50	29955
227.75	29285
228.00	28760
228.25	27894
228.50	26977
228.75	25921
229.00	25564
229.25	24497
229.50	23503
229.75	22872
230.00	21955
230.25	21370
230.50	20732
230.75	20136
231.00	19329
231.25	18989
231.50	18359
231.75	17547
232.00	17487
232.25	16672
232.50	16228
232.75	16236
233.00	15950
233.25	15299
233.50	15092
233.75	14762
234.00	14550
234.25	14165
234.50	13416
234.75	13571
235.00	13746
235.25	13290
235.50	13040
235.75	12919
236.00	12408
236.25	12497
236.50	12512
236.75	12268
237.00	12091
237.25	11969
237.50	12145
237.75	12194
238.00	12118
238.25	11768
238.50	11695
238.75	11775
239.00	11473
239.25	11725
239.50	11717
239.75	11813
240.00	11919
240.25	12192
240.50	11920
240.75	11919
241.00	11829
241.25	11893
241.50	12102
241.75	12182
242.00	12378
242.25	12207
242.50	12580
242.75	12403
243.00	12717
243.25	12508
243.50	12634
243.75	12666
244.00	12725
244.25	12973
244.50	13018
244.75	13143
245.00	13201
245.25	13471
245.50	13404
245.75	13501
246.00	13655
246.25	13804
246.50	14025
246.75	13711
247.00	13742
247.25	13980
247.50	13990
247.75	13998
248.00	14036
248.25	13904
248.50	14081
248.75	13887
249.00	14234
249.25	14254
249.50	14254
249.75	14346
250.00	14342
250.25	14376
250.50	14341
250.75	14485
251.00	14574
251.25	14228
251.50	14434
251.75	14663
252.00	14354
252.25	14616
252.50	14318
252.75	14490
253.00	14283
253.25	14437
253.50	14249
253.75	14108
254.00	14224
254.25	14228
254.50	14060
254.75	13730
255.00	13971
255.25	13831
255.50	13694
255.75	13768
256.00	13625
256.25	13690
256.50	13517
256.75	13586
257.00	13377
257.25	13285
257.50	13233
257.75	12569
258.00	12743
258.25	12355
258.50	12256
258.75	11993
259.00	11564
259.25	11498
259.50	10849
259.75	10775
260.00	10251
260.25	9885.5
260.50	9730.9
260.75	9423.2
261.00	9245.7
261.25	9096.6
261.50	9045.1
261.75	8521.9
262.00	8139.6
262.25	8092.2
262.50	7734.3
262.75	7558.1
263.00	7484.9
263.25	7520.2
263.50	7250.4
263.75	7166.4
264.00	6973.9
264.25	6847.8
264.50	6621.5
264.75	6685.2
265.00	6419.5
265.25	6121.3
265.50	6220.3
265.75	6187.7
266.00	5995.3
266.25	5966.8
266.50	5922.1
266.75	6120.0
267.00	6050.8
267.25	5852.9
267.50	5617.1
267.75	5499.1
268.00	5622.5
268.25	5728.2
268.50	5487.0
268.75	5440.9
269.00	5461.2
269.25	5566.9
269.50	5698.4
269.75	5522.2
270.00	5614.4
270.25	5458.5
270.50	5476.1
270.75	5426.0
271.00	5293.1
271.25	5676.7
271.50	5419.2
271.75	5248.4
272.00	5278.2
272.25	5322.9
272.50	5295.8
272.75	5474.8
273.00	5156.2
273.25	5312.1
273.50	5064.0
273.75	5255.2
274.00	5100.6
274.25	5321.6
274.50	5045.1
274.75	4891.9
275.00	5123.7
275.25	4958.3
275.50	4811.9
275.75	4782.1
276.00	4769.9
276.25	4721.1
276.50	4424.3
276.75	4348.4
277.00	4473.1
277.25	4374.1
277.50	4394.4
277.75	4185.7
278.00	4206.0
278.25	4203.3
278.50	4192.5
278.75	4127.4
279.00	3902.4
279.25	3872.6
279.50	3712.6
279.75	3806.2
280.00	3995.9
280.25	3880.7
280.50	3906.5
280.75	3604.2
281.00	3975.6
281.25	3776.3
281.50	3537.8
281.75	3505.3
282.00	3597.4
282.25	3678.8
282.50	3417.1
282.75	3784.5
283.00	3670.6
283.25	4043.4
283.50	4070.5
283.75	3867.2
284.00	3850.9
284.25	3571.7
284.50	3750.6
284.75	3554.0
285.00	3800.7
285.25	3823.8
285.50	3747.9
285.75	4119.3
286.00	4047.4
286.25	4193.8
286.50	4489.3
286.75	4065.1
287.00	4460.9
287.25	4112.5
287.50	4021.7
287.75	4418.8
288.00	4501.5
288.25	4482.5
288.50	4623.5
288.75	4778.0
289.00	4917.7
289.25	5049.1
289.50	4652.0
289.75	4923.1
290.00	4946.1
290.25	4607.2
290.50	5064.0
290.75	5034.2
291.00	4992.2
291.25	5199.6
291.50	5487.0
291.75	5608.9
292.00	5851.6
292.25	5960.0
292.50	5604.9
292.75	6096.9
293.00	6126.7
293.25	6121.3
293.50	6152.5
293.75	5913.9
294.00	6061.7
294.25	6309.7
294.50	6656.7
294.75	6423.6
295.00	6628.3
295.25	7220.6
295.50	6900.7
295.75	7205.7
296.00	6964.4
296.25	7085.1
296.50	7357.5
296.75	7272.1
297.00	7559.5
297.25	7498.5
297.50	7602.8
297.75	8239.9
298.00	8351.1
298.25	8284.6
298.50	8355.1
298.75	8558.5
299.00	8546.3
299.25	8360.6
299.50	8500.2
299.75	8638.4
300.00	8652.0
300.25	8874.3
300.50	8924.4
300.75	9146.7
301.00	9274.1
301.25	9276.9
301.50	9401.6
301.75	9638.8
302.00	9739.1
302.25	9378.5
302.50	9716.0
302.75	9770.2
303.00	9510.0
303.25	9499.1
303.50	9805.5
303.75	9968.1
304.00	10226
304.25	10178
304.50	10249
304.75	10573
305.00	10281
305.25	10447
305.50	10422
305.75	10331
306.00	10551
306.25	10837
306.50	10483
306.75	11028
307.00	10682
307.25	11021
307.50	11006
307.75	11394
308.00	11172
308.25	11394
308.50	11383
308.75	11298
309.00	11635
309.25	11398
309.50	11601
309.75	11717
310.00	11374
310.25	12031
310.50	10791
310.75	11844
311.00	11432
311.25	10803
311.50	11885
311.75	10597
312.00	11320
312.25	11150
312.50	12103
312.75	11340
313.00	12053
313.25	10939
313.50	10577
313.75	10997
314.00	10274
314.25	10642
314.50	10148
314.75	10701
315.00	9309.4
315.25	10115
315.50	8961.0
315.75	9202.3
316.00	8639.8
316.25	9318.9
316.50	8913.6
316.75	7890.2
317.00	8082.7
317.25	8765.8
317.50	7834.6
317.75	7850.9
318.00	7712.6
318.25	8371.4
318.50	8363.3
318.75	7716.7
319.00	6880.4
319.25	8634.4
319.50	6416.8
319.75	6780.1
320.00	7639.4
320.25	7558.1
320.50	6942.7
320.75	7547.3
321.00	6389.7
321.25	6498.1
321.50	7007.8
321.75	7289.7
322.00	6697.4
322.25	6515.8
322.50	6134.9
322.75	5897.7
323.00	6163.3
323.25	5527.6
323.50	6313.8
323.75	6366.7
324.00	5768.9
324.25	5942.4
324.50	5882.7
324.75	5190.1
325.00	5205.0
325.25	5923.4
325.50	5469.3
325.75	5108.8
326.00	5057.3
326.25	5206.4
326.50	5005.8
326.75	3742.5
327.00	4698.1
327.25	4746.9
327.50	3868.5
327.75	4840.4
328.00	4340.2
328.25	4364.6
328.50	3933.6
328.75	4638.4
329.00	4218.2
329.25	4540.8
329.50	4257.5
329.75	3571.7
330.00	2895.3
330.25	3907.8
330.50	3666.6
330.75	3932.2
331.00	3994.6
331.25	3132.5
331.50	3891.6
331.75	3750.6
332.00	3898.3
332.25	2856.0
332.50	4414.8
332.75	3825.1
333.00	3783.1
333.25	3929.5
333.50	3784.5
333.75	3630.0
334.00	3726.2
334.25	3234.2
334.50	3712.6
334.75	3369.7
335.00	3264.0
335.25	3078.3
335.50	3051.2
335.75	2898.0
336.00	3048.5
336.25	3299.2
336.50	3327.7
336.75	3211.1
337.00	3098.6
337.25	2996.9
337.50	3373.8
337.75	2610.6
338.00	2827.5
338.25	2515.8
338.50	2903.4
338.75	3796.7
339.00	3737.0
339.25	3594.7
339.50	3510.7
339.75	3413.1
340.00	2702.8
340.25	3743.8
340.50	2885.8
340.75	2743.5
341.00	3339.9
341.25	2915.6
341.50	2301.6
341.75	2120.0
342.00	2846.5
342.25	2372.1
342.50	2847.8
342.75	2406.0
343.00	3207.0
343.25	2541.5
343.50	2853.3
343.75	2771.9
344.00	3292.4
344.25	2934.6
344.50	2655.4
344.75	2828.9
345.00	2138.9
345.25	2959.0
345.50	3293.8
345.75	3285.7
346.00	3173.2
346.25	3165.0
346.50	3310.1
346.75	2597.1
347.00	3390.0
347.25	3669.3
347.50	2389.7
347.75	2624.2
348.00	2973.9
348.25	3585.2
348.50	3158.2
348.75	3003.7
349.00	2809.9
349.25	3293.8
349.50	2434.4
349.75	2728.6
350.00	3192.1
350.25	3159.6
