Wavelength (nm)	K17 abs e
220.00	5792.5
220.25	5888.7
220.50	5874.8
220.75	5604.6
221.00	5815.6
221.25	5487.5
221.50	5215.1
221.75	5277.7
222.00	5191.9
222.25	4979.7
222.50	5172.2
222.75	4958.9
223.00	4353.7
223.25	4342.1
223.50	4310.8
223.75	4365.3
224.00	3943.3
224.25	3857.5
224.50	3762.4
224.75	3432.0
225.00	3600.1
225.25	3383.3
225.50	3116.6
225.75	2788.5
226.00	2619.3
226.25	2850.0
226.50	2903.3
226.75	2503.3
227.00	2567.1
227.25	2248.3
227.50	2451.1
227.75	2041.9
228.00	2164.8
228.25	2111.4
228.50	2050.0
228.75	2131.2
229.00	1935.2
229.25	1855.2
229.50	2081.3
229.75	2008.3
230.00	1898.1
230.25	2104.5
230.50	1952.6
230.75	2008.3
231.00	1821.6
231.25	1974.6
231.50	2240.1
231.75	1902.8
232.00	1965.4
232.25	2373.5
232.50	2102.2
232.75	2271.4
233.00	2287.7
233.25	2376.9
233.50	2476.6
233.75	2487.1
234.00	2462.7
234.25	2815.2
234.50	2606.5
234.75	2601.9
235.00	2488.2
235.25	2521.9
235.50	2866.2
235.75	2945.0
236.00	2943.9
236.25	3221.0
236.50	3083.0
236.75	3146.8
237.00	3239.5
237.25	3215.2
237.50	3116.6
237.75	3312.6
238.00	3275.5
238.25	3702.1
238.50	3327.6
238.75	3363.6
239.00	3470.2
239.25	3505.0
239.50	3677.8
239.75	3546.7
240.00	3927.0
240.25	3880.6
240.50	3865.6
240.75	3951.4
241.00	4054.6
241.25	3983.8
241.50	4225.0
241.75	4285.3
242.00	4483.5
242.25	4365.3
242.50	4736.3
242.75	4812.8
243.00	4898.6
243.25	4980.9
243.50	5067.8
243.75	5082.9
244.00	5219.7
244.25	5274.2
244.50	5109.6
244.75	5509.6
245.00	5689.3
245.25	5785.5
245.50	5782.0
245.75	5649.8
246.00	5918.8
246.25	5998.8
246.50	6179.7
246.75	6131.0
247.00	6278.2
247.25	6401.1
247.50	6434.7
247.75	6699.1
248.00	6702.6
248.25	6725.7
248.50	6984.3
248.75	7126.9
249.00	6972.7
249.25	7024.9
249.50	7162.8
249.75	7322.8
250.00	7362.2
250.25	7135.0
250.50	7315.9
250.75	7116.5
251.00	7395.9
251.25	7176.7
251.50	7317.0
251.75	7437.6
252.00	7315.9
252.25	7496.7
252.50	7378.5
252.75	7126.9
253.00	7410.9
253.25	7346.0
253.50	7511.8
253.75	7369.2
254.00	7522.2
254.25	7523.4
254.50	7302.0
254.75	7456.1
255.00	7426.0
255.25	7422.5
255.50	7324.0
255.75	7364.6
256.00	7314.7
256.25	7351.8
256.50	6947.2
