Wavelength (nm)	N05 abs e
220.00	32130
220.25	32845
220.50	32092
220.75	31445
221.00	31061
221.25	31614
221.50	31178
221.75	31509
222.00	30047
222.25	29963
222.50	30511
222.75	30394
223.00	29463
223.25	29972
223.50	28231
223.75	29477
224.00	29039
224.25	28218
224.50	28460
224.75	28915
225.00	28160
225.25	28557
225.50	28408
225.75	28346
226.00	28022
226.25	27961
226.50	27000
226.75	27961
227.00	27325
227.25	27207
227.50	27872
227.75	26364
228.00	27850
228.25	27504
228.50	27846
228.75	26985
229.00	26089
229.25	26868
229.50	26557
229.75	26628
230.00	27525
230.25	27256
230.50	26649
230.75	26516
231.00	26560
231.25	26742
231.50	26520
231.75	26218
232.00	26318
232.25	27051
232.50	26916
232.75	27296
233.00	26324
233.25	27044
233.50	26453
233.75	26690
234.00	26573
234.25	26738
234.50	27623
234.75	26444
235.00	27671
235.25	27069
235.50	27171
235.75	27951
236.00	26947
236.25	27320
236.50	27240
236.75	26454
237.00	27718
237.25	27354
237.50	27884
237.75	27570
238.00	27155
238.25	27919
238.50	27869
238.75	28220
239.00	28117
239.25	27526
239.50	27825
239.75	28645
240.00	28043
240.25	28582
240.50	28680
240.75	28078
241.00	28396
241.25	28125
241.50	28734
241.75	28793
242.00	29431
242.25	29258
242.50	28941
242.75	28414
243.00	28435
243.25	28898
243.50	29019
243.75	28594
244.00	28659
244.25	28210
244.50	28610
244.75	29446
245.00	28458
245.25	28653
245.50	28101
245.75	28049
246.00	28059
246.25	27354
246.50	27772
246.75	27908
247.00	27169
247.25	27644
247.50	27513
247.75	27463
248.00	27378
248.25	28066
248.50	28048
248.75	28084
249.00	28005
249.25	27365
249.50	28249
249.75	27904
250.00	27944
250.25	28289
250.50	27956
250.75	28467
251.00	28431
251.25	28149
251.50	27991
251.75	27546
252.00	28018
252.25	28116
252.50	28438
252.75	28074
253.00	27885
253.25	28334
253.50	28041
253.75	28596
254.00	28187
254.25	28247
254.50	28078
254.75	27930
255.00	28124
255.25	28929
255.50	28172
255.75	28283
256.00	27399
256.25	27464
256.50	27601
256.75	28243
257.00	27768
257.25	28667
257.50	28504
257.75	28669
258.00	28457
258.25	28732
258.50	27946
258.75	28614
259.00	28318
259.25	28541
259.50	28862
259.75	28604
260.00	28725
260.25	28097
260.50	28394
260.75	28527
261.00	27082
261.25	27919
261.50	27799
261.75	27619
262.00	26219
262.25	27060
262.50	26586
262.75	25855
263.00	24831
263.25	24288
263.50	23708
263.75	22614
264.00	22590
264.25	22113
264.50	21074
264.75	20534
265.00	19409
265.25	18845
265.50	17847
265.75	18016
266.00	17092
266.25	16471
266.50	15430
266.75	15265
267.00	14523
267.25	13747
267.50	13149
267.75	12578
268.00	11868
268.25	11651
268.50	10922
268.75	11012
269.00	10245
269.25	9938.4
269.50	9219.0
269.75	9282.4
270.00	8614.6
270.25	8447.6
270.50	7750.7
270.75	7321.7
271.00	7592.8
271.25	7493.2
271.50	7049.7
271.75	7225.5
272.00	6201.5
272.25	5767.6
272.50	6301.2
272.75	6362.9
273.00	5886.8
273.25	5353.7
273.50	5959.7
273.75	5507.8
274.00	5349.5
274.25	4801.5
274.50	4609.4
274.75	4713.9
275.00	4597.2
275.25	4940.1
275.50	4136.1
275.75	5049.3
276.00	4774.8
276.25	5028.6
276.50	4896.3
276.75	4652.7
277.00	4713.0
277.25	3976.2
277.50	4123.6
277.75	4333.4
278.00	4045.0
278.25	4356.4
278.50	3470.3
278.75	3515.3
279.00	4200.7
279.25	3870.2
279.50	3889.0
279.75	3504.1
280.00	3382.0
280.25	3564.4
280.50	3719.8
280.75	3244.3
281.00	3780.8
281.25	3492.6
281.50	2906.9
281.75	3710.7
282.00	3751.3
282.25	3026.7
282.50	3550.2
282.75	3841.8
283.00	3883.3
283.25	3610.3
283.50	3477.7
283.75	3660.2
284.00	3935.6
284.25	3878.9
284.50	3575.9
284.75	3420.4
285.00	3811.7
285.25	4141.1
285.50	3301.5
285.75	4066.0
286.00	3324.2
286.25	4847.2
286.50	3693.9
286.75	3838.5
287.00	4211.1
287.25	4214.4
287.50	4227.4
287.75	4314.9
288.00	4053.4
288.25	4682.9
