Wavelength (nm)	K16 abs e
220.00	39760
220.25	39893
220.50	39546
220.75	39109
221.00	38918
221.25	38935
221.50	38501
221.75	38470
222.00	38364
222.25	37780
222.50	37988
222.75	37363
223.00	36895
223.25	36340
223.50	35944
223.75	35328
224.00	34968
224.25	34966
224.50	34371
224.75	33889
225.00	33206
225.25	32498
225.50	32075
225.75	31094
226.00	30534
226.25	30175
226.50	29665
226.75	29021
227.00	28503
227.25	27862
227.50	27099
227.75	26966
228.00	26099
228.25	25596
228.50	25246
228.75	24707
229.00	24194
229.25	23777
229.50	22931
229.75	22620
230.00	22518
230.25	22015
230.50	21556
230.75	21050
231.00	20432
231.25	19852
231.50	19739
231.75	19227
232.00	18833
232.25	18701
232.50	18071
232.75	17793
233.00	17345
233.25	17212
233.50	16767
233.75	16601
234.00	15984
234.25	15939
234.50	15529
234.75	14981
235.00	15138
235.25	14550
235.50	13983
235.75	13892
236.00	13441
236.25	13458
236.50	13508
236.75	13094
237.00	12648
237.25	12822
237.50	12341
237.75	12371
238.00	12210
238.25	12208
238.50	11774
238.75	11465
239.00	11424
239.25	10999
239.50	10942
239.75	10847
240.00	10470
240.25	10813
240.50	10704
240.75	10529
241.00	10588
241.25	10343
241.50	9899.2
241.75	10007
242.00	9970.1
242.25	9483.9
242.50	9608.6
242.75	9601.5
243.00	9206.1
243.25	9170.6
243.50	9369.1
243.75	8996.3
244.00	8826.2
244.25	8770.9
244.50	8802.1
244.75	8582.4
245.00	8583.8
245.25	8317.4
245.50	8264.9
245.75	8325.9
246.00	8062.2
246.25	8477.5
246.50	8052.3
246.75	8191.2
247.00	8126.0
247.25	7807.1
247.50	7509.4
247.75	7632.8
248.00	7369.1
248.25	7339.4
248.50	7546.3
248.75	7231.6
249.00	7483.9
249.25	7359.2
249.50	7112.6
249.75	7002.0
250.00	6822.0
250.25	6951.0
250.50	6851.8
250.75	6946.7
251.00	6515.8
251.25	6556.9
251.50	6578.2
251.75	6396.8
252.00	6405.3
252.25	6293.3
252.50	6460.6
252.75	6137.4
253.00	5794.4
253.25	5909.2
253.50	5695.2
253.75	5618.6
254.00	5664.0
254.25	5686.7
254.50	5767.4
254.75	5519.4
255.00	5768.9
255.25	5413.1
255.50	5289.8
255.75	5209.0
256.00	5155.1
256.25	5380.5
256.50	5150.9
256.75	5160.8
257.00	5004.9
257.25	4888.6
257.50	5114.0
257.75	5118.3
258.00	4966.6
258.25	5138.1
258.50	4934.0
258.75	4854.6
259.00	4939.7
259.25	4746.9
259.50	4690.2
259.75	4501.7
260.00	4878.7
260.25	4720.0
260.50	5095.6
260.75	4851.8
261.00	4688.8
261.25	4789.4
261.50	4535.7
261.75	4805.0
262.00	4687.4
262.25	4586.7
262.50	4555.6
262.75	4518.7
263.00	4742.7
263.25	4616.5
263.50	4215.4
263.75	4508.8
264.00	4538.5
264.25	4634.9
264.50	4402.5
264.75	4515.9
265.00	4436.5
265.25	4026.9
265.50	4144.5
265.75	4212.5
266.00	4411.0
266.25	4266.4
266.50	4513.0
266.75	4354.3
267.00	4226.7
267.25	4245.1
267.50	4544.2
267.75	4206.9
268.00	4185.6
268.25	4194.1
268.50	4182.8
268.75	4140.3
269.00	4255.1
269.25	4162.9
269.50	4124.7
269.75	4126.1
270.00	4034.0
270.25	4109.1
270.50	4296.2
270.75	3784.5
271.00	3784.5
271.25	3870.9
271.50	3985.8
271.75	4094.9
272.00	4211.1
272.25	4195.5
272.50	3757.6
272.75	3899.3
273.00	3715.0
273.25	3699.4
273.50	3556.3
273.75	3829.8
274.00	3734.9
274.25	3766.1
274.50	3598.8
274.75	3381.9
275.00	3880.9
275.25	3685.3
275.50	3597.4
275.75	3845.4
276.00	3576.1
276.25	3784.5
276.50	3552.0
276.75	3413.1
277.00	3374.9
277.25	3475.5
277.50	3679.6
277.75	3495.3
278.00	3836.9
278.25	3712.2
278.50	3679.6
278.75	3408.9
279.00	3625.7
279.25	3479.7
279.50	3527.9
279.75	3513.8
280.00	3404.6
280.25	3549.2
280.50	3729.2
280.75	3637.1
281.00	3618.6
281.25	3729.2
281.50	3705.1
281.75	3574.7
282.00	3665.4
282.25	3678.2
282.50	3625.7
282.75	3502.4
283.00	3478.3
283.25	3703.7
283.50	3573.3
283.75	3923.4
284.00	3852.5
284.25	3693.8
284.50	3478.3
284.75	4046.7
285.00	3828.4
285.25	3719.3
285.50	3846.9
285.75	3965.9
286.00	4002.8
