Wavelength (nm)	K02 abs e
220.00	28841
220.25	28646
220.50	28452
220.75	28270
221.00	27942
221.25	27514
221.50	27425
221.75	27440
222.00	27138
222.25	27477
222.50	26871
222.75	26802
223.00	26575
223.25	26632
223.50	26426
223.75	26249
224.00	26285
224.25	26221
224.50	26159
224.75	25702
225.00	25910
225.25	25910
225.50	25556
225.75	25337
226.00	25379
226.25	25497
226.50	25302
226.75	25432
227.00	25213
227.25	25151
227.50	25185
227.75	24838
228.00	24800
228.25	24949
228.50	24541
228.75	24652
229.00	24701
229.25	24571
229.50	24535
229.75	24451
230.00	24550
230.25	24535
230.50	24532
230.75	24242
231.00	24269
231.25	24097
231.50	24132
231.75	24133
232.00	24126
232.25	24254
232.50	24289
232.75	24166
233.00	24158
233.25	23949
233.50	23818
233.75	23807
234.00	23811
234.25	23774
234.50	23820
234.75	23628
235.00	23332
235.25	23322
235.50	23333
235.75	23176
236.00	23250
236.25	23450
236.50	23368
236.75	23358
237.00	23140
237.25	23169
237.50	22973
237.75	23051
238.00	22846
238.25	22766
238.50	22642
238.75	22585
239.00	22456
239.25	22257
239.50	22109
239.75	21726
240.00	21407
240.25	21411
240.50	21196
240.75	21076
241.00	20869
241.25	20687
241.50	20562
241.75	20516
242.00	20503
242.25	20337
242.50	20107
242.75	19897
243.00	19743
243.25	19447
243.50	19004
243.75	18898
244.00	18345
244.25	18105
244.50	17784
244.75	17550
245.00	17396
245.25	16937
245.50	16704
245.75	16369
246.00	16265
246.25	16043
246.50	15879
246.75	15651
247.00	15801
247.25	15657
247.50	15699
247.75	15817
248.00	15896
248.25	16005
248.50	16021
248.75	15846
249.00	15484
249.25	14983
249.50	14655
249.75	14598
250.00	14344
250.25	14137
250.50	14001
250.75	13854
251.00	13705
251.25	13390
251.50	13044
251.75	13022
252.00	13012
252.25	12963
252.50	12898
252.75	13049
253.00	13104
253.25	13428
253.50	13551
253.75	13844
254.00	14203
254.25	14248
254.50	14015
254.75	13842
255.00	13599
255.25	13196
255.50	12845
255.75	12457
256.00	11926
256.25	11402
256.50	11052
256.75	10935
257.00	10572
257.25	10158
257.50	9869.1
257.75	9856.1
258.00	9381.3
258.25	9323.9
258.50	9050.9
258.75	8827.8
259.00	8627.0
259.25	8761.2
259.50	8804.7
259.75	8985.2
260.00	9161.9
260.25	9029.6
260.50	8866.7
260.75	8543.7
261.00	8323.4
261.25	8168.8
261.50	7656.1
261.75	7219.2
262.00	6936.9
262.25	6730.5
262.50	6335.3
262.75	6057.7
