Wavelength (nm)	Q01 abs e
300.00	13087
300.25	14075
300.50	13687
300.75	13421
301.00	13030
301.25	13985
301.50	14057
301.75	13620
302.00	12458
302.25	13728
302.50	14717
302.75	12580
303.00	12258
303.25	13342
303.50	12920
303.75	12617
304.00	13259
304.25	12452
304.50	13338
304.75	13503
305.00	12885
305.25	13872
305.50	14225
305.75	13700
306.00	12100
306.25	13742
306.50	11496
306.75	14148
307.00	12801
307.25	12365
307.50	13838
307.75	13454
308.00	12417
308.25	12932
308.50	12801
308.75	12829
309.00	13995
309.25	13364
309.50	13169
309.75	12962
310.00	12846
310.25	13843
310.50	13152
310.75	14389
311.00	12890
311.25	13525
311.50	12814
311.75	13397
312.00	11812
312.25	13508
312.50	14296
312.75	14117
313.00	12706
313.25	13254
313.50	12204
313.75	12424
314.00	14812
314.25	13523
314.50	12973
314.75	14141
315.00	14339
315.25	14604
315.50	13165
315.75	13453
316.00	13780
316.25	13708
316.50	13805
316.75	12644
317.00	15093
317.25	12860
317.50	15604
317.75	12700
318.00	14610
318.25	16143
318.50	13429
318.75	14212
319.00	14407
319.25	14241
319.50	15089
319.75	16072
320.00	15776
320.25	14270
320.50	15242
320.75	14221
321.00	15126
321.25	14712
321.50	14449
321.75	15058
322.00	15510
322.25	15224
322.50	14310
322.75	15422
323.00	15863
323.25	15725
323.50	15050
323.75	14388
324.00	15984
324.25	15412
324.50	14862
324.75	16600
325.00	16628
325.25	16250
325.50	15466
325.75	16642
326.00	15960
326.25	17301
326.50	17321
326.75	16948
327.00	16486
327.25	17444
327.50	17772
327.75	18954
328.00	16476
328.25	18437
328.50	18367
328.75	18236
329.00	17540
329.25	16971
329.50	18134
329.75	19171
330.00	19522
330.25	18909
330.50	20474
330.75	18352
331.00	20377
331.25	20092
331.50	20988
331.75	22641
332.00	22414
332.25	22555
332.50	21747
332.75	21871
333.00	22630
333.25	22743
333.50	21597
333.75	21919
334.00	22705
334.25	22424
334.50	22253
334.75	22802
335.00	24513
335.25	23425
335.50	22758
335.75	24185
336.00	25320
336.25	25371
336.50	23617
336.75	25155
337.00	23821
337.25	25184
337.50	24800
337.75	24991
338.00	25047
338.25	25902
338.50	26372
338.75	24937
339.00	25558
339.25	25375
339.50	26765
339.75	27029
340.00	26406
340.25	25283
340.50	26195
340.75	24420
341.00	25986
341.25	27011
341.50	26065
341.75	25525
342.00	26542
342.25	25740
342.50	25708
342.75	26995
343.00	26847
343.25	29156
343.50	25495
343.75	28114
344.00	27692
344.25	27246
344.50	27063
344.75	27093
345.00	27689
345.25	28085
345.50	28036
345.75	27646
346.00	28169
346.25	29528
346.50	29685
346.75	27893
347.00	30925
347.25	29450
347.50	30258
347.75	30357
348.00	29293
348.25	30757
348.50	30289
348.75	30969
349.00	29702
349.25	30846
349.50	29735
349.75	29996
350.00	30190
350.25	31145
350.50	30261
350.75	30941
351.00	32286
351.25	30899
351.50	31448
351.75	31959
352.00	32203
352.25	31724
352.50	32284
352.75	32313
353.00	32281
353.25	32258
353.50	32679
353.75	32617
354.00	33366
354.25	34266
354.50	33341
354.75	32584
355.00	33468
355.25	33019
355.50	33721
355.75	33637
356.00	34712
356.25	33666
356.50	34096
356.75	34680
357.00	33017
357.25	33687
357.50	34012
357.75	33718
358.00	34355
358.25	34361
358.50	34290
358.75	34615
359.00	34477
359.25	33782
359.50	34034
359.75	33503
360.00	34714
360.25	33707
360.50	34060
360.75	34515
361.00	34354
361.25	33935
361.50	34246
361.75	34504
362.00	35022
362.25	34366
362.50	35006
362.75	34943
363.00	35668
363.25	34579
363.50	35429
363.75	35447
364.00	35720
364.25	35801
364.50	36935
364.75	36521
365.00	36790
365.25	38016
365.50	37060
365.75	37206
366.00	37881
366.25	38109
366.50	39203
366.75	38522
367.00	39485
367.25	39905
367.50	40238
367.75	41154
368.00	41553
368.25	42229
368.50	42711
368.75	43544
369.00	44111
369.25	45719
369.50	45925
369.75	45593
370.00	46846
370.25	47567
370.50	48542
370.75	49712
371.00	50023
371.25	52086
371.50	52139
371.75	53153
372.00	54218
372.25	55060
372.50	56030
372.75	56358
373.00	57151
373.25	58280
373.50	59376
373.75	60472
374.00	61186
374.25	62101
374.50	64383
374.75	65993
375.00	66518
375.25	67884
375.50	69654
375.75	70235
376.00	71866
376.25	73116
376.50	73909
376.75	77143
377.00	78494
377.25	79642
377.50	80281
377.75	82585
378.00	83319
378.25	84138
378.50	86386
378.75	87873
379.00	89233
379.25	90685
379.50	91507
379.75	92996
380.00	93698
380.25	94482
380.50	96323
380.75	98949
381.00	99121
381.25	1.0112e+05
381.50	1.0319e+05
381.75	1.0484e+05
382.00	1.0683e+05
382.25	1.0711e+05
382.50	1.0961e+05
382.75	1.1046e+05
383.00	1.1226e+05
383.25	1.1417e+05
383.50	1.1623e+05
383.75	1.1832e+05
384.00	1.1989e+05
384.25	1.2143e+05
384.50	1.2437e+05
384.75	1.2694e+05
385.00	1.2848e+05
385.25	1.3074e+05
385.50	1.3322e+05
385.75	1.3588e+05
386.00	1.3971e+05
386.25	1.4160e+05
386.50	1.4400e+05
386.75	1.4810e+05
387.00	1.4933e+05
387.25	1.5283e+05
387.50	1.5589e+05
387.75	1.5946e+05
388.00	1.6133e+05
388.25	1.6538e+05
388.50	1.6951e+05
388.75	1.7182e+05
389.00	1.7511e+05
389.25	1.7856e+05
389.50	1.8150e+05
389.75	1.8514e+05
390.00	1.8919e+05
390.25	1.9227e+05
390.50	1.9602e+05
390.75	1.9847e+05
391.00	2.0264e+05
391.25	2.0572e+05
391.50	2.0893e+05
391.75	2.1402e+05
392.00	2.1644e+05
392.25	2.2104e+05
392.50	2.2530e+05
392.75	2.2996e+05
393.00	2.3380e+05
393.25	2.3563e+05
393.50	2.4108e+05
393.75	2.4363e+05
394.00	2.4609e+05
394.25	2.5041e+05
394.50	2.5253e+05
394.75	2.5576e+05
395.00	2.5861e+05
395.25	2.5977e+05
395.50	2.6054e+05
395.75	2.6081e+05
396.00	2.5942e+05
396.25	2.6100e+05
396.50	2.5978e+05
396.75	2.5768e+05
397.00	2.5516e+05
397.25	2.5335e+05
397.50	2.5124e+05
397.75	2.4516e+05
398.00	2.4234e+05
398.25	2.3624e+05
398.50	2.3072e+05
398.75	2.2621e+05
399.00	2.1953e+05
399.25	2.1336e+05
399.50	2.0773e+05
399.75	2.0075e+05
400.00	1.9362e+05
400.25	1.8943e+05
400.50	1.8120e+05
400.75	1.7422e+05
401.00	1.6799e+05
401.25	1.6183e+05
401.50	1.5417e+05
401.75	1.4882e+05
402.00	1.4269e+05
402.25	1.3706e+05
402.50	1.3043e+05
402.75	1.2464e+05
403.00	1.2013e+05
403.25	1.1419e+05
403.50	1.0915e+05
403.75	1.0350e+05
404.00	98118
404.25	94281
404.50	89576
404.75	85086
405.00	81273
405.25	77240
405.50	73817
405.75	70369
406.00	66058
406.25	63660
406.50	60330
406.75	57204
407.00	54077
407.25	51253
407.50	48781
407.75	46574
408.00	44597
408.25	41871
408.50	39898
408.75	37778
409.00	36114
409.25	34425
409.50	32632
409.75	31413
410.00	29543
410.25	28078
410.50	26698
410.75	25425
411.00	24689
411.25	23427
411.50	22164
411.75	21700
412.00	20824
412.25	19778
412.50	18868
412.75	18996
413.00	18069
413.25	17090
413.50	16372
413.75	16098
414.00	15773
414.25	14639
414.50	13671
414.75	13656
415.00	12869
415.25	12400
415.50	12074
415.75	11304
416.00	10783
416.25	10419
416.50	10235
416.75	10150
417.00	9806.1
417.25	9360.6
417.50	8679.8
417.75	8432.8
418.00	8215.2
418.25	7786.0
418.50	7516.6
418.75	6959.9
419.00	7092.7
419.25	7018.2
419.50	6924.5
419.75	6938.2
420.00	6445.7
420.25	6130.1
420.50	5753.0
420.75	5499.1
421.00	5741.9
421.25	5470.3
421.50	5156.4
421.75	5011.6
422.00	5133.4
422.25	4711.0
422.50	4220.6
422.75	4496.2
423.00	4670.8
423.25	4209.6
423.50	4258.8
423.75	4102.4
424.00	3804.4
424.25	3776.8
424.50	3657.1
424.75	3692.3
425.00	3234.3
425.25	3407.3
425.50	3229.4
425.75	3337.9
426.00	3424.1
426.25	3346.6
426.50	3214.8
426.75	2967.0
427.00	2919.1
427.25	3348.3
427.50	2792.8
427.75	2876.8
428.00	3104.5
428.25	3100.6
428.50	2396.7
428.75	2664.9
429.00	2976.9
429.25	3085.6
429.50	2253.9
429.75	2673.4
430.00	1993.9
430.25	2737.6
430.50	2333.9
430.75	2353.0
431.00	2471.5
431.25	2488.4
431.50	2343.3
431.75	2197.8
432.00	2655.3
432.25	2171.8
432.50	2401.6
432.75	2188.1
433.00	2485.1
433.25	2194.2
433.50	2294.9
433.75	2063.7
434.00	2076.7
434.25	1821.2
434.50	2212.2
434.75	2043.2
435.00	2022.4
435.25	2129.6
435.50	1517.4
435.75	1869.8
436.00	1369.8
436.25	1542.0
436.50	2016.0
436.75	2227.5
437.00	2062.3
437.25	1328.5
437.50	1879.0
437.75	1769.2
438.00	1777.2
438.25	1399.0
438.50	1551.7
438.75	1913.2
439.00	2238.5
439.25	1817.1
439.50	1789.3
439.75	2206.5
440.00	1672.7
440.25	1542.5
440.50	1715.5
440.75	2129.1
441.00	1750.3
441.25	1491.7
441.50	1935.4
441.75	1500.7
442.00	1537.8
442.25	1294.3
442.50	1543.2
442.75	1718.5
443.00	1719.7
443.25	1720.1
443.50	1479.9
443.75	1859.1
444.00	1686.9
444.25	1568.0
