Wavelength (nm)	Q07 abs e
300.00	13026
300.25	11347
300.50	5796.6
300.75	6070.6
301.00	6211.1
301.25	8586.0
301.50	14888
301.75	12148
302.00	12317
302.25	9415.0
302.50	8944.3
302.75	8052.0
303.00	5613.9
303.25	10279
303.50	10933
303.75	9794.5
304.00	8431.4
304.25	14530
304.50	9808.5
304.75	15029
305.00	9618.8
305.25	6871.6
305.50	12324
305.75	9000.5
306.00	10778
306.25	11179
306.50	15563
306.75	11368
307.00	15415
307.25	9998.2
307.50	13251
307.75	10314
308.00	12507
308.25	15696
308.50	16814
308.75	14165
309.00	10328
309.25	14776
309.50	13181
309.75	12464
310.00	15296
310.25	15184
310.50	14804
310.75	10054
311.00	8557.9
311.25	18900
311.50	19856
311.75	13631
312.00	17467
312.25	18373
312.50	13153
312.75	15535
313.00	19491
313.25	13764
313.50	17938
313.75	17678
314.00	14748
314.25	16659
314.50	12233
314.75	17376
315.00	12977
315.25	17214
315.50	13181
315.75	17938
316.00	22406
316.25	21057
316.50	21549
316.75	20299
317.00	15254
317.25	21753
317.50	15345
317.75	19687
318.00	17460
318.25	18521
318.50	18134
318.75	20081
319.00	16659
319.25	24275
319.50	14987
319.75	25941
320.00	23924
320.25	21577
320.50	21085
320.75	22863
321.00	19055
321.25	21268
321.50	23397
321.75	21282
322.00	25259
322.25	20165
322.50	21535
322.75	23987
323.00	18985
323.25	19659
323.50	25533
323.75	18514
324.00	24634
324.25	23228
324.50	22905
324.75	18078
325.00	22716
325.25	20959
325.50	23453
325.75	26973
326.00	26179
326.25	23039
326.50	22238
326.75	29784
327.00	25449
327.25	25449
327.50	26664
327.75	20509
328.00	24128
328.25	23847
328.50	24584
328.75	24570
329.00	24374
329.25	25090
329.50	26496
329.75	26208
330.00	24978
330.25	23903
330.50	20636
330.75	22097
331.00	23903
331.25	22540
331.50	19905
331.75	26355
332.00	21409
332.25	26531
332.50	25702
332.75	26503
333.00	29440
333.25	25477
333.50	22610
333.75	24170
334.00	22990
334.25	23418
334.50	30402
334.75	23214
335.00	26137
335.25	27465
335.50	22631
335.75	23938
336.00	21584
336.25	26749
336.50	26278
336.75	24100
337.00	26742
337.25	22983
337.50	23376
337.75	26257
338.00	21781
338.25	24816
338.50	23966
338.75	20875
339.00	25997
339.25	19533
339.50	24732
339.75	21584
340.00	26144
340.25	22709
340.50	26257
340.75	23833
341.00	22554
341.25	24303
