Wavelength (nm)	S02 abs e
340.00	22109
340.25	22826
340.50	22513
340.75	22564
341.00	22368
341.25	22832
341.50	22841
341.75	22895
342.00	23281
342.25	22986
342.50	22913
342.75	23015
343.00	23130
343.25	22715
343.50	23299
343.75	22916
344.00	22624
344.25	22781
344.50	23003
344.75	23252
345.00	23114
345.25	22917
345.50	22871
345.75	23068
346.00	22906
346.25	23220
346.50	23285
346.75	22952
347.00	23121
347.25	23220
347.50	23008
347.75	23235
348.00	23148
348.25	23161
348.50	23508
348.75	23147
349.00	23395
349.25	22936
349.50	22955
349.75	22866
350.00	22982
350.25	22771
350.50	22797
350.75	23070
351.00	22900
351.25	23075
351.50	22652
351.75	22532
352.00	22541
352.25	22472
352.50	22784
352.75	22503
353.00	22541
353.25	22285
353.50	22459
353.75	22171
354.00	22463
354.25	22184
354.50	22165
354.75	21974
355.00	22316
355.25	22407
355.50	21649
355.75	21797
356.00	21977
356.25	21752
356.50	21571
356.75	21749
357.00	21974
357.25	21445
357.50	21554
357.75	21670
358.00	21524
358.25	21247
358.50	21460
358.75	21314
359.00	21385
359.25	21492
359.50	21446
359.75	21237
360.00	21237
360.25	21271
360.50	21411
360.75	20924
361.00	20863
361.25	21093
361.50	20928
361.75	20618
362.00	20775
362.25	20983
362.50	20457
362.75	20492
363.00	20559
363.25	20645
363.50	20590
363.75	20491
364.00	20481
364.25	20294
364.50	20207
364.75	20152
365.00	19907
365.25	19960
365.50	19834
365.75	19814
366.00	19837
366.25	19755
366.50	19618
366.75	19548
367.00	19340
367.25	19281
367.50	19099
367.75	19147
368.00	18847
368.25	18694
368.50	18523
368.75	18717
369.00	18267
369.25	18331
369.50	18368
369.75	18084
370.00	17832
370.25	17647
370.50	17839
370.75	17684
371.00	17331
371.25	17246
371.50	17169
371.75	16859
372.00	16935
372.25	16600
372.50	16775
372.75	16346
373.00	16401
373.25	16038
373.50	16114
373.75	16092
374.00	15702
374.25	15690
374.50	15707
374.75	15367
375.00	15437
375.25	15073
375.50	14769
375.75	14722
376.00	14874
376.25	14426
376.50	14466
376.75	14172
377.00	13832
377.25	13537
377.50	13642
377.75	13471
378.00	13218
378.25	12923
378.50	12870
378.75	12817
379.00	12448
379.25	12235
379.50	12155
379.75	11924
380.00	11765
380.25	11613
380.50	11493
380.75	11273
381.00	11381
381.25	10978
381.50	10537
381.75	10574
382.00	10381
382.25	10135
382.50	10150
382.75	9650.6
383.00	9848.5
383.25	9561.3
383.50	9440.7
383.75	9183.4
384.00	9220.6
384.25	8755.2
384.50	8897.4
384.75	8686.9
385.00	8482.4
385.25	8421.2
385.50	8021.8
385.75	8127.3
386.00	7949.8
386.25	7773.5
386.50	7521.6
386.75	7339.3
387.00	7447.9
387.25	7226.0
387.50	7186.4
387.75	6876.3
388.00	6936.9
388.25	6748.6
388.50	6673.6
388.75	6497.3
389.00	6634.0
389.25	6303.6
389.50	6220.8
389.75	6043.3
390.00	6003.1
390.25	5923.4
390.50	5750.1
390.75	5833.4
391.00	5659.5
391.25	5624.1
391.50	5519.2
391.75	5373.4
392.00	5256.5
392.25	5402.8
392.50	5266.1
392.75	5270.3
393.00	5116.8
393.25	5122.8
393.50	4828.9
393.75	4902.7
394.00	4735.9
394.25	4642.4
394.50	4561.4
394.75	4371.3
395.00	4290.4
395.25	4406.1
395.50	4223.2
395.75	4172.8
396.00	4160.2
396.25	4024.7
396.50	3990.5
396.75	4096.1
397.00	3920.9
397.25	3887.4
397.50	3810.0
397.75	3736.2
398.00	3765.0
398.25	3595.9
398.50	3607.9
398.75	3504.1
399.00	3367.4
399.25	3273.2
399.50	3268.4
399.75	3356.0
400.00	3237.9
400.25	3278.0
400.50	3177.9
400.75	3255.9
401.00	3068.7
401.25	2891.8
401.50	2884.0
401.75	2701.1
402.00	2894.2
402.25	2690.3
402.50	2701.1
402.75	2704.1
403.00	2701.1
403.25	2730.5
403.50	2693.9
403.75	2638.1
404.00	2463.6
404.25	2469.6
404.50	2464.8
404.75	2337.7
405.00	2260.3
405.25	2328.1
405.50	2240.5
405.75	2217.7
406.00	2249.5
406.25	2089.4
406.50	2197.4
406.75	2013.8
407.00	2097.2
407.25	2186.0
407.50	1759.0
407.75	2027.6
408.00	1893.9
408.25	1992.9
408.50	1759.6
408.75	1795.5
409.00	1734.4
409.25	1764.4
409.50	1727.2
409.75	1605.4
410.00	1802.7
410.25	1859.7
410.50	1517.9
410.75	1511.9
411.00	1463.3
411.25	1524.5
411.50	1540.7
411.75	1580.2
412.00	1489.7
412.25	1320.6
412.50	1334.4
412.75	1406.9
413.00	1377.5
413.25	1301.4
413.50	1237.2
413.75	1402.7
414.00	1091.5
414.25	1324.8
414.50	1186.2
414.75	1205.4
415.00	999.13
415.25	1107.7
415.50	1215.6
415.75	1199.4
416.00	1090.3
416.25	1156.9
416.50	1103.5
416.75	1008.7
417.00	1036.3
417.25	1089.7
417.50	1045.3
417.75	999.13
418.00	1011.7
418.25	994.93
418.50	1072.9
418.75	1091.5
419.00	912.77
419.25	939.75
419.50	973.94
419.75	948.15
420.00	840.80
420.25	925.36
420.50	928.96
420.75	809.02
421.00	882.78
421.25	932.56
421.50	799.42
421.75	844.40
422.00	814.41
422.25	843.80
422.50	796.42
422.75	708.26
423.00	758.04
423.25	653.09
423.50	773.03
423.75	791.02
424.00	762.24
424.25	672.88
424.50	668.08
424.75	545.14
425.00	639.90
425.25	639.30
425.50	646.49
425.75	731.65
426.00	748.44
426.25	764.64
426.50	695.07
426.75	768.83
427.00	727.45
427.25	871.39
427.50	778.43
427.75	616.51
428.00	737.65
428.25	638.70
428.50	615.31
428.75	910.37
429.00	835.40
429.25	753.84
429.50	749.64
429.75	785.63
430.00	770.63
430.25	725.06
430.50	830.61
430.75	764.04
431.00	828.81
431.25	722.06
431.50	725.06
431.75	783.83
432.00	621.90
432.25	809.02
432.50	630.30
432.75	804.82
433.00	645.89
433.25	540.34
433.50	674.68
433.75	648.89
434.00	662.69
434.25	686.07
434.50	614.11
434.75	541.54
435.00	714.86
435.25	574.53
435.50	479.17
435.75	497.16
436.00	538.54
436.25	632.10
436.50	548.14
436.75	459.38
437.00	488.17
437.25	541.54
437.50	555.94
437.75	438.39
438.00	444.99
438.25	554.14
438.50	489.37
438.75	542.14
439.00	476.77
439.25	510.96
439.50	401.81
439.75	637.50
440.00	443.79
440.25	421.00
440.50	370.62
440.75	444.39
441.00	497.76
441.25	401.21
441.50	461.18
441.75	506.16
442.00	488.77
442.25	308.25
442.50	380.82
442.75	470.78
443.00	415.00
443.25	304.06
443.50	342.44
443.75	583.52
444.00	439.59
444.25	343.04
444.50	201.50
444.75	275.27
445.00	599.12
445.25	331.64
445.50	471.98
445.75	344.84
446.00	410.21
446.25	390.41
446.50	416.80
446.75	422.20
447.00	260.88
447.25	334.64
447.50	273.47
447.75	362.23
448.00	416.80
448.25	416.20
448.50	309.45
448.75	358.03
449.00	485.77
449.25	420.40
449.50	353.23
449.75	371.82
450.00	333.44
450.25	303.46
450.50	269.87
450.75	371.82
451.00	237.49
451.25	414.40
451.50	329.84
451.75	296.86
452.00	429.40
452.25	281.27
452.50	267.47
452.75	417.40
453.00	227.29
453.25	322.05
453.50	306.45
453.75	304.66
454.00	266.87
454.25	231.49
454.50	322.65
454.75	362.83
455.00	328.64
455.25	234.49
455.50	320.25
455.75	353.23
456.00	217.10
456.25	241.09
456.50	324.45
