Wavelength (nm)	K15 abs e
220.00	31214
220.25	31073
220.50	30841
220.75	30279
221.00	30670
221.25	30166
221.50	29741
221.75	29658
222.00	29176
222.25	28739
222.50	28847
222.75	28672
223.00	28358
223.25	27705
223.50	27327
223.75	27205
224.00	26768
224.25	26453
224.50	26307
224.75	25715
225.00	25529
225.25	24849
225.50	24858
225.75	24273
226.00	24011
226.25	23517
226.50	23318
226.75	22805
227.00	22719
227.25	22366
227.50	22440
227.75	21316
228.00	21349
228.25	20900
228.50	20742
228.75	20344
229.00	19774
229.25	19262
229.50	18877
229.75	18719
230.00	18336
230.25	18313
230.50	17752
230.75	17299
231.00	16858
231.25	17103
231.50	16625
231.75	15979
232.00	15576
232.25	15900
232.50	14945
232.75	14693
233.00	14323
233.25	14023
233.50	13572
233.75	13709
234.00	13035
234.25	13161
234.50	12671
234.75	12263
235.00	11743
235.25	11447
235.50	11478
235.75	10926
236.00	10833
236.25	10621
236.50	10121
236.75	9775.5
237.00	10063
237.25	9788.7
237.50	9100.1
237.75	9110.3
238.00	8821.7
238.25	8518.4
238.50	8317.7
238.75	8259.1
239.00	8080.3
239.25	8005.6
239.50	7882.5
239.75	7419.5
240.00	7719.9
240.25	7082.5
240.50	7185.1
240.75	7018.1
241.00	6994.6
241.25	6493.6
241.50	6615.2
241.75	6519.9
242.00	6553.6
242.25	6161.0
242.50	6377.8
242.75	6276.7
243.00	6095.0
243.25	5917.7
243.50	5715.6
243.75	5580.8
244.00	5646.7
244.25	5306.8
244.50	5399.1
244.75	5618.9
245.00	5147.1
245.25	5129.5
245.50	4944.9
245.75	4889.2
246.00	5002.0
246.25	4870.2
246.50	4760.3
246.75	4498.0
247.00	4626.9
247.25	4348.6
247.50	4505.3
247.75	4709.0
248.00	4679.7
248.25	4672.4
248.50	4663.6
248.75	4626.9
249.00	4216.7
249.25	4146.4
249.50	4386.7
249.75	4117.1
250.00	4222.6
250.25	3862.1
250.50	3576.4
250.75	3740.5
251.00	3507.6
251.25	3561.8
251.50	3665.8
251.75	3541.3
252.00	3284.9
252.25	3383.0
252.50	3198.4
252.75	2980.1
253.00	3136.9
253.25	3454.8
253.50	3470.9
253.75	3479.7
254.00	3601.3
254.25	3425.5
254.50	3173.5
254.75	3336.1
255.00	3333.2
255.25	3490.0
255.50	3082.7
255.75	2952.3
256.00	2616.8
256.25	2575.7
256.50	2366.2
256.75	2350.1
257.00	2414.6
257.25	2068.8
257.50	1692.2
257.75	1712.8
258.00	1556.0
258.25	1444.6
258.50	1283.5
258.75	1032.9
259.00	1087.1
259.25	1056.4
259.50	1009.5
259.75	942.09
260.00	971.40
260.25	1148.7
260.50	1182.4
260.75	1088.6
261.00	682.76
261.25	756.02
261.50	619.76
261.75	559.69
262.00	338.45
262.25	216.84
262.50	313.54
262.75	216.84
263.00	109.89
263.25	76.188
263.50	114.28
263.75	123.07
264.00	155.75
264.25	210.98
264.50	202.19
264.75	224.17
265.00	219.77
265.25	219.77
265.50	212.45
265.75	178.75
266.00	74.723
266.25	101.10
266.50	150.32
266.75	150.18
267.00	153.55
267.25	180.21
267.50	74.723
267.75	152.08
268.00	101.10
268.25	139.19
268.50	168.49
268.75	334.05
269.00	190.47
269.25	451.27
269.50	246.15
