Wavelength (nm)	K10 abs e
220.00	10929
220.25	10642
220.50	10633
220.75	10291
221.00	9751.2
221.25	9741.9
221.50	9565.0
221.75	9270.2
222.00	8978.3
222.25	8980.5
222.50	8436.3
222.75	8298.9
223.00	7984.0
223.25	8000.6
223.50	7742.5
223.75	7672.7
224.00	7489.4
224.25	7363.6
224.50	7072.4
224.75	7004.8
225.00	6875.4
225.25	6815.0
225.50	6681.3
225.75	6415.3
226.00	6341.9
226.25	6134.1
226.50	6236.2
226.75	6211.1
227.00	6057.9
227.25	5891.9
227.50	5891.1
227.75	5548.2
228.00	5537.4
228.25	5612.9
228.50	5459.8
228.75	5495.0
229.00	5415.2
229.25	5244.1
229.50	5219.6
229.75	5112.5
230.00	5163.6
230.25	5062.2
230.50	5047.8
230.75	4978.8
231.00	4843.6
231.25	4873.8
231.50	4891.1
231.75	4757.3
232.00	4799.8
232.25	4698.4
232.50	4848.7
232.75	4805.5
233.00	4698.4
233.25	4724.3
233.50	4723.6
233.75	4604.9
234.00	4574.7
234.25	4743.0
234.50	4763.1
234.75	4460.4
235.00	4406.5
235.25	4396.4
235.50	4557.5
235.75	4540.2
236.00	4473.4
236.25	4640.9
236.50	4781.1
236.75	4792.6
237.00	4833.6
237.25	4825.6
237.50	4921.3
237.75	4962.2
238.00	4880.3
238.25	4899.0
238.50	4893.9
238.75	4898.3
239.00	4927.7
239.25	4933.5
239.50	4988.8
239.75	4768.1
240.00	4853.0
240.25	4802.6
240.50	4942.8
240.75	5060.0
241.00	4955.1
241.25	5220.4
241.50	5305.2
241.75	5458.3
242.00	5638.1
242.25	5977.4
242.50	6105.4
242.75	6181.6
243.00	6267.2
243.25	6281.5
243.50	6297.4
243.75	6363.5
244.00	6208.9
244.25	6283.7
244.50	6354.9
244.75	6383.6
245.00	6395.1
245.25	6474.9
245.50	6281.5
245.75	6282.3
246.00	6476.4
246.25	6490.0
246.50	6712.9
246.75	6652.5
247.00	6971.0
247.25	7350.6
247.50	7658.3
247.75	7975.4
248.00	8362.2
248.25	8685.7
248.50	8974.8
248.75	9019.3
249.00	8907.9
249.25	8645.5
249.50	8378.0
249.75	8441.3
250.00	8256.5
250.25	8343.5
250.50	8293.9
250.75	8296.8
251.00	8297.5
251.25	8137.2
251.50	8147.2
251.75	8283.8
252.00	8355.0
252.25	8506.0
252.50	8530.4
252.75	8769.1
253.00	9087.6
253.25	9547.8
253.50	10037
253.75	10543
254.00	11034
254.25	11203
254.50	11066
254.75	11040
255.00	10822
255.25	10665
255.50	10367
255.75	10268
256.00	9991.4
256.25	9672.1
256.50	9568.6
256.75	9538.4
257.00	9463.6
257.25	9268.1
257.50	9259.5
257.75	9355.8
258.00	9350.0
258.25	9394.6
258.50	9437.0
258.75	9371.6
259.00	9482.3
259.25	9675.7
259.50	10041
259.75	10510
260.00	10899
260.25	10978
260.50	11048
260.75	10886
261.00	10588
261.25	10599
261.50	10387
261.75	10071
262.00	9872.7
262.25	9761.3
262.50	9580.1
262.75	9496.0
263.00	9625.4
263.25	9695.9
263.50	9737.6
263.75	9683.6
264.00	9678.6
264.25	9641.9
264.50	9608.9
264.75	9769.9
265.00	9791.5
265.25	9907.2
265.50	9905.8
265.75	9913.7
266.00	9915.9
266.25	10064
266.50	10014
266.75	10262
267.00	10083
267.25	10142
267.50	10180
267.75	10145
268.00	10242
268.25	10075
268.50	10104
268.75	10210
269.00	10263
269.25	10141
269.50	10216
269.75	10168
270.00	10174
270.25	10173
270.50	10272
270.75	10189
271.00	10402
271.25	10538
271.50	10652
271.75	10638
272.00	10621
272.25	10774
272.50	10930
272.75	10999
273.00	11050
273.25	11084
273.50	11194
273.75	11055
274.00	11200
274.25	11361
274.50	11481
274.75	11584
275.00	11823
275.25	11874
275.50	11766
275.75	11954
276.00	12004
276.25	12178
276.50	12141
276.75	12215
277.00	12194
277.25	12253
277.50	12201
277.75	12257
278.00	12321
278.25	12282
278.50	12242
278.75	12025
279.00	12035
279.25	12046
279.50	12048
279.75	11757
280.00	11775
280.25	11883
280.50	11709
280.75	11519
281.00	11560
281.25	11472
281.50	11385
281.75	11314
282.00	11142
282.25	10847
282.50	10932
282.75	10848
283.00	10701
283.25	10549
283.50	10454
283.75	10239
284.00	10288
284.25	10162
284.50	10099
284.75	9868.4
285.00	9773.5
285.25	9866.3
285.50	9713.8
285.75	9555.7
286.00	9547.8
286.25	9446.4
286.50	9360.1
286.75	9329.9
287.00	9248.0
287.25	9168.9
287.50	9091.2
287.75	9020.0
288.00	9116.4
288.25	8932.3
288.50	8727.4
288.75	8637.6
289.00	8708.7
289.25	8565.7
289.50	8532.6
289.75	8582.9
290.00	8244.3
290.25	8152.3
290.50	8027.9
290.75	7813.6
291.00	7785.6
291.25	7709.4
291.50	7495.1
291.75	7518.1
292.00	7407.4
292.25	7164.4
292.50	7099.0
292.75	6881.9
293.00	6753.9
293.25	6700.0
293.50	6469.9
293.75	6341.2
294.00	6190.2
294.25	6021.3
294.50	5873.9
294.75	5794.8
295.00	5758.9
295.25	5662.5
295.50	5390.7
295.75	5342.6
296.00	5100.3
296.25	5003.2
296.50	4783.9
296.75	4711.3
297.00	4566.8
297.25	4610.0
297.50	4328.1
297.75	4280.0
298.00	3991.7
298.25	4037.7
298.50	3863.0
298.75	3794.7
299.00	3690.4
299.25	3668.8
299.50	3553.8
299.75	3423.0
300.00	3417.9
300.25	3407.9
300.50	3168.4
300.75	3250.4
301.00	3285.6
301.25	3118.1
301.50	3141.1
301.75	3151.2
302.00	3021.8
302.25	3026.8
302.50	3016.7
302.75	2956.4
303.00	2928.3
303.25	2791.7
303.50	2761.5
303.75	2793.2
304.00	2677.4
304.25	2729.9
304.50	2575.3
304.75	2540.8
305.00	2561.6
305.25	2683.9
305.50	2488.3
305.75	2430.8
306.00	2413.5
306.25	2393.4
306.50	2456.0
306.75	2344.5
307.00	2176.3
307.25	2265.4
307.50	2340.9
307.75	2302.8
308.00	2293.5
308.25	2241.7
308.50	2176.3
308.75	2133.1
309.00	2062.0
309.25	2145.4
309.50	1919.6
309.75	2016.7
310.00	2443.0
310.25	2454.5
310.50	2361.8
310.75	2351.0
311.00	2653.0
311.25	2638.6
311.50	2288.4
311.75	2259.7
312.00	2163.3
312.25	2616.3
312.50	2182.8
312.75	2408.5
313.00	2982.2
313.25	2507.0
313.50	2286.3
313.75	2249.6
314.00	2093.6
314.25	2374.7
314.50	2433.7
314.75	2291.3
315.00	1737.7
315.25	1964.2
315.50	2226.6
315.75	2228.1
316.00	2093.6
316.25	2629.2
316.50	2210.1
316.75	2195.7
317.00	2412.1
317.25	2031.8
317.50	2286.3
317.75	2208.6
318.00	1743.5
318.25	1756.4
318.50	2264.0
318.75	2188.5
319.00	2136.7
319.25	2430.8
319.50	2293.5
319.75	2225.2
320.00	2446.6
320.25	1717.6
320.50	1775.8
320.75	1839.1
321.00	2362.5
321.25	1507.7
321.50	2127.4
321.75	1721.9
322.00	1578.8
322.25	2005.2
322.50	1687.4
322.75	2402.0
323.00	1489.0
323.25	1831.9
323.50	1815.4
323.75	2059.1
324.00	1481.1
324.25	1909.6
324.50	1766.5
324.75	1870.0
325.00	2168.4
325.25	2049.0
325.50	2420.0
325.75	1635.6
326.00	1961.3
326.25	1527.1
326.50	2069.9
326.75	1933.3
327.00	1798.1
327.25	2238.8
327.50	1751.4
327.75	2148.2
328.00	1698.2
328.25	1676.6
328.50	2364.7
328.75	2284.8
329.00	2553.7
329.25	1934.7
329.50	1974.3
329.75	2026.7
330.00	2163.3
330.25	2117.3
330.50	1698.9
330.75	2115.2
331.00	2321.5
331.25	1705.4
331.50	1235.2
331.75	1323.6
332.00	1953.4
332.25	1785.2
332.50	1459.5
332.75	1207.8
333.00	1620.5
333.25	1743.5
333.50	1822.6
333.75	2067.0
334.00	1624.1
334.25	1724.1
334.50	1742.8
334.75	1828.3
335.00	1616.9
335.25	1732.0
335.50	1340.9
335.75	1570.2
336.00	1261.8
336.25	1678.8
336.50	1463.8
336.75	1801.0
337.00	1434.3
337.25	1987.9
337.50	1143.9
337.75	1489.7
338.00	1742.8
338.25	1160.4
338.50	1265.4
338.75	1327.9
339.00	1407.7
339.25	1265.4
339.50	1368.2
339.75	1289.1
340.00	1456.6
340.25	1463.8
340.50	1409.2
340.75	973.47
341.00	1085.6
341.25	1123.0
341.50	918.11
341.75	1249.5
342.00	1322.9
342.25	1341.6
342.50	1002.2
342.75	1511.2
343.00	1618.4
343.25	1290.5
343.50	972.03
343.75	1026.0
344.00	1282.6
344.25	1042.5
344.50	1003.7
344.75	1099.3
345.00	1031.7
345.25	1432.2
345.50	1542.9
345.75	1251.7
346.00	1015.9
346.25	1048.2
346.50	1068.4
346.75	739.81
347.00	1236.6
347.25	982.10
347.50	883.60
347.75	738.37
348.00	1111.5
348.25	891.51
348.50	965.56
348.75	980.66
349.00	677.98
349.25	828.96
349.50	742.68
349.75	715.36
350.00	771.44
350.25	621.90
350.50	750.59
350.75	700.98
351.00	567.26
351.25	649.22
351.50	623.34
351.75	598.17
352.00	670.79
352.25	465.88
352.50	590.26
352.75	206.34
353.00	403.34
353.25	708.89
353.50	561.51
353.75	966.28
354.00	526.28
354.25	231.50
354.50	314.18
354.75	823.93
355.00	676.54
355.25	676.54
355.50	376.01
355.75	601.77
356.00	506.15
356.25	391.11
356.50	317.78
356.75	379.61
357.00	194.84
357.25	521.24
357.50	419.15
357.75	365.23
358.00	253.79
358.25	279.67
358.50	237.98
358.75	81.242
359.00	511.18
359.25	287.58
359.50	619.02
359.75	401.18
360.00	234.38
360.25	365.23
360.50	502.55
360.75	453.66
361.00	343.66
361.25	286.15
361.50	262.42
361.75	300.52
362.00	292.62
362.25	237.98
362.50	289.02
362.75	76.138
363.00	243.73
363.25	245.16
363.50	269.61
363.75	401.90
364.00	170.39
364.25	416.28
364.50	215.69
364.75	306.28
365.00	199.87
365.25	570.85
365.50	326.41
365.75	409.81
366.00	429.94
366.25	324.25
366.50	413.40
366.75	78.726
367.00	506.87
367.25	265.30
367.50	294.77
367.75	73.118
368.00	189.09
368.25	147.39
368.50	231.50
368.75	95.621
369.00	164.64
369.25	280.39
369.50	333.60
369.75	230.79
370.00	104.25
370.25	166.08
370.50	73.334
370.75	179.02
371.00	141.63
371.25	118.63
371.50	335.75
371.75	172.55
372.00	235.82
372.25	261.70
372.50	130.85
372.75	72.615
373.00	69.739
373.25	135.88
373.50	97.778
373.75	33.791
374.00	26.601
374.25	71.177
374.50	192.68
374.75	116.47
375.00	214.97
375.25	232.22
375.50	52.484
375.75	122.22
376.00	111.44
376.25	78.366
376.50	447.19
376.75	78.366
377.00	144.51
377.25	127.97
377.50	14.379
377.75	58.236
378.00	196.99
378.25	115.03
378.50	90.589
378.75	172.55
379.00	109.28
379.25	69.020
379.50	100.65
379.75	168.24
380.00	183.33
380.25	235.10
380.50	450.79
380.75	321.37
381.00	235.10
381.25	104.25
381.50	80.523
381.75	82.680
382.00	103.53
382.25	108.56
382.50	205.62
382.75	207.78
